DEPTH;CAL;NPHI;DT;GR;RHOB;RLLD;RT;BS
69.095.000;96.700;-0.0216;671.324;128.970;20.855;81.256.855;14.863.062;0    9.2500
69.100.000;96.700;-0.0216;671.324;128.880;20.912;47.509.023;12.095.740;0    9.2500
69.105.000;96.700;-0.0216;671.324;125.820;20.852;20.567.686;98.865.498;92.500
69.110.000;96.700;-0.0216;671.324;122.610;20.890;7.462.139;88.118.955;92.500
69.115.000;96.700;-0.0216;671.324;122.520;20.838;33.849.531;10.975.661;0    9.2500
69.120.000;96.701;-0.0216;671.324;122.430;20.917;59.995.439;13.119.626;0    9.2500
69.125.000;96.615;-0.0216;671.324;122.340;20.965;82.953.711;15.002.204;0    9.2500
69.130.000;96.488;-0.0216;671.324;122.250;20.816;82.953.711;15.002.204;0    9.2500
69.135.000;96.359;-0.0216;671.324;128.230;20.665;82.953.711;15.002.204;0    9.2500
69.140.000;96.230;-0.0216;671.324;128.150;20.666;82.953.711;15.002.204;0    9.2500
69.145.000;96.101;-0.0216;671.324;128.050;20.721;38.603.203;11.365.462;0    9.2500
69.150.000;95.972;-0.0216;671.324;124.160;20.704;16.426.074;95.469.385;92.500
69.155.000;95.842;-0.0216;671.324;121.780;20.755;4.838.193;85.967.314;92.500
69.160.000;95.714;-0.0216;671.324;121.090;20.830;31.924.316;10.817.793;0    9.2500
69.165.000;95.722;-0.0216;671.324;115.530;20.794;75.818.594;14.417.125;0    9.2500
69.170.000;95.747;-0.0216;671.324;115.440;20.675;80.977.754;14.840.175;0    9.2500
69.175.000;95.772;-0.0215;671.324;109.260;20.821;80.977.754;14.840.175;0    9.2500
69.180.000;95.797;-0.0215;671.324;108.870;20.870;80.977.754;14.840.175;0    9.2500
69.185.000;95.822;-0.0215;671.324;103.010;20.661;80.977.754;14.840.175;0    9.2500
69.190.000;95.846;-0.0215;671.324;99.720;20.705;80.977.754;14.840.175;0    9.2500
69.195.000;95.871;-0.0215;671.324;96.730;20.753;80.977.754;14.840.175;0    9.2500
69.200.000;95.896;-0.0215;671.324;96.660;20.609;26.451.338;10.369.009;0    9.2500
69.205.000;95.921;-0.0215;671.324;104.090;20.678;7.669.990;63.689.390;92.500
69.210.000;95.946;-0.0215;671.324;111.520;20.760;1.352.905;42.109.380;92.500
69.215.000;95.971;-0.0215;671.324;114.620;20.629;5.100.874;53.382.715;92.500
69.220.000;95.995;-0.0215;671.324;120.600;20.697;3.152.051;76.384.683;92.500
69.225.000;96.020;-0.0215;671.324;121.660;20.803;83.881.758;15.078.303;0    9.2500
69.230.000;96.045;-0.0215;671.324;126.500;20.815;82.365.273;14.953.952;0    9.2500
69.235.000;96.070;-0.0215;671.324;126.410;20.723;82.972.930;15.003.780;0    9.2500
69.240.000;96.095;-0.0215;671.324;126.310;20.645;82.348.984;14.952.616;0    9.2500
69.245.000;96.096;-0.0215;671.324;125.390;20.749;82.145.820;14.935.957;0    9.2500
69.250.000;96.089;-0.0215;671.324;120.060;20.845;81.942.891;14.919.317;0    9.2500
69.255.000;96.082;-0.0215;671.324;116.250;20.705;81.740.176;14.902.694;0    9.2500
69.260.000;96.076;-0.0214;671.324;113.790;20.721;81.537.715;14.886.092;0    9.2500
69.265.000;96.069;-0.0214;671.324;113.710;20.689;81.335.449;14.869.506;0    9.2500
69.270.000;96.062;-0.0214;671.324;111.640;20.737;81.133.438;14.852.941;0    9.2500
69.275.000;96.055;-0.0214;671.324;110.860;20.692;80.931.621;14.836.392;0    9.2500
69.280.000;96.049;-0.0214;671.324;113.430;20.745;80.730.059;14.819.864;0    9.2500
69.285.000;96.042;-0.0214;671.324;113.340;20.779;80.528.711;14.803.354;0    9.2500
69.290.000;96.035;-0.0214;671.324;113.250;20.830;80.327.578;14.786.861;0    9.2500
69.295.000;96.028;-0.0214;671.324;113.160;20.856;80.126.680;14.770.387;0    9.2500
69.300.000;96.022;-0.0214;671.324;113.070;20.758;79.925.996;14.753.931;0    9.2500
69.305.000;96.015;-0.0214;671.324;112.980;20.844;79.725.547;14.737.495;0    9.2500
69.310.000;96.008;-0.0214;671.324;112.890;20.918;79.524.551;14.721.012;0    9.2500
69.315.000;96.002;-0.0214;671.324;109.980;20.907;79.291.680;14.701.918;0    9.2500
69.320.000;95.995;-0.0214;671.324;106.630;20.915;79.097.500;14.685.995;0    9.2500
69.325.000;95.988;-0.0214;671.324;106.530;20.942;78.479.473;14.635.316;0    9.2500
69.330.000;95.981;-0.0214;671.324;106.440;20.969;77.948.613;14.591.786;0    9.2500
69.335.000;95.975;-0.0214;671.324;106.350;20.998;15.833.252;94.983.262;92.500
69.340.000;95.968;-0.0214;671.324;106.260;21.050;5.614.009;62.003.486;92.500
69.345.000;95.961;-0.0214;671.324;106.160;21.016;5.668.530;62.048.193;92.500
69.350.000;95.954;-0.0213;671.324;112.170;21.019;5.244.805;86.300.742;92.500
69.355.000;95.948;-0.0213;671.324;112.070;21.045;80.977.754;14.840.175;0    9.2500
69.360.000;95.941;-0.0213;671.324;111.980;20.980;80.759.922;14.822.313;0    9.2500
69.365.000;95.934;-0.0213;671.324;111.870;20.905;80.460.977;14.797.799;0    9.2500
69.370.000;95.927;-0.0213;671.324;111.790;20.843;80.162.520;14.773.326;0    9.2500
69.375.000;95.920;-0.0213;671.324;113.600;20.799;79.864.570;14.748.894;0    9.2500
69.380.000;95.914;-0.0213;671.324;117.690;20.759;79.566.992;14.724.493;0    9.2500
69.385.000;95.907;-0.0214;671.324;117.580;20.711;79.270.020;14.700.141;0    9.2500
69.390.000;95.902;-0.0214;671.324;123.590;20.794;78.940.273;14.673.102;0    9.2500
69.395.000;95.803;-0.0214;671.324;125.090;20.834;78.453.457;14.633.183;0    9.2500
69.400.000;95.725;-0.0214;671.324;129.480;20.800;77.966.758;14.593.274;0    9.2500
69.405.000;95.897;-0.0214;671.324;133.880;20.945;77.481.387;14.553.473;0    9.2500
69.410.000;96.065;-0.0214;671.324;135.380;20.970;77.264.902;14.535.721;0    9.2500
69.415.000;96.235;-0.0214;671.324;135.290;21.020;77.346.191;14.542.387;0    9.2500
69.420.000;96.261;-0.0214;671.324;135.200;21.103;48.263.545;12.157.610;0    9.2500
69.425.000;96.200;-0.0214;671.324;135.110;21.063;7.462.139;88.118.955;92.500
69.430.000;96.137;-0.0214;671.324;135.010;20.961;50.470.918;12.338.615;0    9.2500
69.435.000;96.074;-0.0214;671.324;127.860;20.840;48.786.533;12.200.496;0    9.2500
69.440.000;96.011;-0.0215;671.324;120.240;20.717;47.238.203;12.073.532;0    9.2500
69.445.000;95.948;-0.0215;671.324;112.630;20.766;86.970.586;15.331.587;0    9.2500
69.450.000;95.900;-0.0215;671.324;104.250;20.840;83.307.246;15.031.194;0    9.2500
69.455.000;95.907;-0.0215;671.324;98.090;20.945;81.095.703;14.849.847;0    9.2500
69.460.000;95.913;-0.0215;671.324;100.120;20.861;79.023.125;14.679.896;0    9.2500
69.465.000;95.920;-0.0215;671.324;107.560;20.782;53.164.658;12.559.502;0    9.2500
69.470.000;95.926;-0.0215;671.324;109.970;20.696;14.041.152;93.513.740;92.500
69.475.000;95.932;-0.0215;671.324;115.960;20.674;7.456.572;79.914.390;92.500
69.480.000;95.938;-0.0215;671.324;117.690;20.757;2.203.877;83.807.178;92.500
69.485.000;95.944;-0.0215;671.324;125.130;20.851;39.629.365;11.449.607;0    9.2500
69.490.000;95.950;-0.0216;671.324;127.840;20.919;82.953.711;15.002.204;0    9.2500
69.495.000;95.956;-0.0216;671.324;133.830;20.988;79.540.039;14.722.283;0    9.2500
69.500.000;95.962;-0.0216;671.324;133.740;20.884;73.285.020;14.209.371;0    9.2500
69.505.000;95.968;-0.0216;671.324;133.650;20.731;77.312.051;14.539.587;0    9.2500
69.510.000;95.974;-0.0216;671.324;133.560;20.691;84.806.289;15.154.115;0    9.2500
69.515.000;95.980;-0.0216;671.324;133.470;20.750;65.919.297;13.605.381;0    9.2500
69.520.000;95.986;-0.0216;671.324;133.370;20.654;71.413.496;14.055.906;0    9.2500
69.525.000;95.992;-0.0216;671.324;130.620;20.624;65.080.605;13.536.609;0    9.2500
69.530.000;95.998;-0.0216;671.324;127.110;20.680;51.717.881;12.440.866;0    9.2500
69.535.000;96.004;-0.0216;671.324;120.940;20.602;6.904.307;79.461.528;92.500
69.540.000;96.010;-0.0217;671.324;120.850;20.414;4.423.687;44.627.422;92.500
69.545.000;96.016;-0.0217;671.324;118.400;20.469;7.075.239;30.401.697;92.500
69.550.000;96.022;-0.0217;671.324;112.690;20.484;1.352.905;42.109.380;92.500
69.555.000;96.028;-0.0217;671.324;108.410;20.549;8.574.766;72.631.309;92.500
69.560.000;96.034;-0.0217;671.324;108.330;20.683;52.775.957;12.527.627;0    9.2500
69.565.000;96.040;-0.0217;671.324;108.240;20.772;75.363.906;14.379.839;0    9.2500
69.570.000;96.046;-0.0217;671.324;106.980;20.648;75.786.758;14.414.513;0    9.2500
69.575.000;96.053;-0.0217;671.324;104.380;20.651;76.866.328;14.503.039;0    9.2500
69.580.000;96.059;-0.0217;671.324;101.880;20.702;77.428.887;14.549.168;0    9.2500
69.585.000;96.065;-0.0216;671.324;101.790;20.787;78.034.414;14.598.822;0    9.2500
69.590.000;96.071;-0.0216;671.324;101.700;20.833;78.642.012;14.648.644;0    9.2500
69.595.000;96.077;-0.0215;671.324;101.610;20.706;79.251.699;14.698.639;0    9.2500
69.600.000;96.083;-0.0215;671.324;101.520;20.735;79.863.457;14.748.803;0    9.2500
69.605.000;96.089;-0.0215;671.324;101.430;20.710;80.477.305;14.799.138;0    9.2500
69.610.000;96.095;-0.0214;671.324;101.340;20.783;81.093.242;14.849.645;0    9.2500
69.615.000;96.085;-0.0214;671.324;101.250;20.783;81.712.441;14.900.419;0    9.2500
69.620.000;95.974;-0.0213;671.324;101.160;20.827;82.333.906;14.951.379;0    9.2500
69.625.000;95.894;-0.0213;671.324;101.060;20.839;82.953.711;15.002.204;0    9.2500
69.630.000;95.882;-0.0213;671.324;100.970;20.955;82.194.668;14.939.962;0    9.2500
69.635.000;95.868;-0.0212;671.324;100.880;21.042;81.251.211;14.862.599;0    9.2500
69.640.000;95.854;-0.0212;671.324;106.860;20.960;80.312.656;14.785.637;0    9.2500
69.645.000;95.841;-0.0211;671.324;106.780;20.909;79.378.965;14.709.075;0    9.2500
69.650.000;95.827;-0.0211;671.324;106.690;21.000;54.499.922;12.668.993;0    9.2500
69.655.000;95.813;-0.0211;671.324;110.320;21.090;153.501;65.725.869;92.500
69.660.000;95.800;-0.0210;671.324;112.580;21.010;2.807.676;67.902.295;92.500
69.665.000;95.786;-0.0210;671.324;118.580;21.100;8.431.484;64.313.818;92.500
69.670.000;95.772;-0.0209;671.324;118.480;21.040;11.751.162;91.635.947;92.500
69.675.000;95.759;-0.0209;671.324;118.390;20.972;82.953.711;15.002.204;0    9.2500
69.680.000;95.745;-0.0208;671.324;118.280;20.943;82.524.277;14.966.990;0    9.2500
69.685.000;95.732;-0.0208;671.324;118.210;20.801;82.014.727;14.925.207;0    9.2500
69.690.000;95.718;-0.0208;671.324;118.120;20.664;81.506.621;14.883.543;0    9.2500
69.695.000;95.704;-0.0207;671.324;118.020;20.649;80.999.922;14.841.993;0    9.2500
69.700.000;95.691;-0.0207;671.324;113.380;20.799;80.494.648;14.800.561;0    9.2500
69.705.000;95.677;-0.0206;671.324;111.760;20.702;79.990.762;14.759.242;0    9.2500
69.710.000;95.663;-0.0206;671.324;111.670;20.594;79.488.301;14.718.041;0    9.2500
69.715.000;95.650;-0.0205;671.324;111.580;20.646;78.987.246;14.676.954;0    9.2500
69.720.000;95.636;-0.0205;671.324;115.740;20.575;78.487.578;14.635.981;0    9.2500
69.725.000;95.623;-0.0205;671.324;117.480;20.606;77.989.316;14.595.124;0    9.2500
69.730.000;95.609;-0.0204;671.324;124.530;20.578;77.492.441;14.554.379;0    9.2500
69.735.000;95.595;-0.0204;671.324;129.450;20.473;76.996.953;14.513.750;0    9.2500
69.740.000;95.582;-0.0203;671.324;129.360;20.515;76.502.793;14.473.228;0    9.2500
69.745.000;95.568;-0.0203;671.324;135.340;20.635;76.010.195;14.432.835;0    9.2500
69.750.000;95.554;-0.0203;671.324;135.260;20.699;75.522.168;14.392.817;0    9.2500
69.755.000;95.541;-0.0202;671.324;135.170;20.682;75.164.727;14.363.507;0    9.2500
69.760.000;95.527;-0.0202;671.324;135.080;20.857;75.176.973;14.364.511;0    9.2500
69.765.000;95.514;-0.0201;671.324;128.890;20.949;75.176.777;14.364.496;0    9.2500
69.770.000;95.500;-0.0201;671.324;128.810;21.014;75.176.992;14.364.513;0    9.2500
69.775.000;95.476;-0.0201;671.324;128.720;20.921;75.176.992;14.364.513;0    9.2500
69.780.000;95.452;-0.0200;671.324;128.630;20.828;75.176.992;14.364.513;0    9.2500
69.785.000;95.428;-0.0200;671.324;128.530;20.790;75.176.992;14.364.513;0    9.2500
69.790.000;95.404;-0.0199;671.324;128.450;20.745;75.176.992;14.364.513;0    9.2500
69.795.000;95.380;-0.0199;671.324;128.360;20.762;75.176.992;14.364.513;0    9.2500
69.800.000;95.357;-0.0199;671.324;128.270;20.797;75.176.992;14.364.513;0    9.2500
69.805.000;95.333;-0.0198;671.324;128.180;20.824;75.176.914;14.364.506;0    9.2500
69.810.000;95.309;-0.0198;671.324;134.160;20.821;75.177.070;14.364.519;0    9.2500
69.815.000;95.285;-0.0197;671.324;141.440;20.784;75.176.367;14.364.461;0    9.2500
69.820.000;95.261;-0.0196;671.324;146.140;20.605;75.262.773;14.371.546;0    9.2500
69.825.000;95.237;-0.0194;671.324;146.050;20.693;75.416.406;14.384.145;0    9.2500
69.830.000;95.213;-0.0193;671.324;139.870;20.800;75.570.820;14.396.807;0    9.2500
69.835.000;95.190;-0.0191;671.324;132.720;20.906;75.725.215;14.409.467;0    9.2500
69.840.000;95.166;-0.0189;671.324;127.540;21.004;75.879.785;14.422.142;0    9.2500
69.845.000;95.142;-0.0180;671.324;123.570;21.226;76.034.492;14.434.828;0    9.2500
69.850.000;95.118;-0.0165;671.324;121.270;21.549;76.189.336;14.447.525;0    9.2500
69.855.000;95.082;-0.0142;671.324;120.500;21.895;76.344.316;14.460.233;0    9.2500
69.860.000;95.000;-0.0119;671.324;117.140;22.463;76.499.434;14.472.953;0    9.2500
69.865.000;94.923;-0.0096;671.324;121.000;23.672;76.655.430;14.485.745;0    9.2500
69.870.000;94.901;-0.0073;671.324;120.900;25.492;76.875.332;14.503.777;0    9.2500
69.875.000;95.190;-0.0055;671.324;126.900;27.117;76.838.906;14.500.790;0    9.2500
69.880.000;95.485;-0.0037;671.324;126.810;27.899;77.089.629;14.521.349;0    9.2500
69.885.000;95.783;-0.0027;671.324;129.980;28.184;55.318.574;12.736.123;0    9.2500
69.890.000;96.080;-0.0019;671.324;138.770;28.372;5.588.223;86.582.344;92.500
69.895.000;96.310;-0.0011;671.324;138.690;28.533;7.810.283;55.604.434;92.500
69.900.000;96.088;-0.0002;671.530;152.280;28.687;1.632.485;42.338.638;92.500
69.905.000;95.924;0.0014;672.184;156.750;28.883;9.571.287;32.448.455;92.500
69.910.000;95.533;0.0030;673.253;165.480;28.890;9.617.489;16.086.340;92.500
69.915.000;95.727;0.0045;674.725;174.800;28.717;760.985;8.824.008;92.500
69.920.000;95.901;0.0044;676.736;189.300;28.719;6.204.968;5.088.074;92.500
69.925.000;96.076;0.0033;679.376;201.600;28.645;4.608.983;3.779.366;92.500
69.930.000;96.010;0.0046;682.848;213.130;28.326;100.778;16.482.638;92.500
69.935.000;95.816;0.0111;687.352;229.140;27.794;5.951.857;13.080.522;92.500
69.940.000;95.624;0.0307;693.221;250.940;27.054;4.595.338;11.968.177;92.500
69.945.000;95.432;0.0667;700.346;285.650;26.362;3.190.592;10.816.285;92.500
69.950.000;95.238;0.1053;709.813;330.720;25.824;5.520.227;4.526.586;92.500
69.955.000;95.027;0.1419;721.023;386.830;25.231;3.189.296;2.615.223;92.500
69.960.000;94.726;0.1728;732.310;429.320;25.423;2.352.263;1.956.357;92.500
69.965.000;94.433;0.1941;742.352;502.380;25.619;1.343.510;1.148.197;92.500
69.970.000;94.141;0.1795;749.891;559.530;25.500;811.298;709.998;92.500
69.975.000;93.845;0.1504;753.661;580.990;25.431;847.176;739.755;92.500
69.980.000;93.494;0.1188;752.781;574.230;24.978;894.087;778.582;92.500
69.985.000;93.074;0.0793;746.251;555.590;24.557;1.379.323;1.176.643;92.500
69.990.000;92.707;0.0358;735.905;515.820;24.004;1.923.590;1.614.922;92.500
69.995.000;92.799;-0.0133;723.160;440.800;23.131;2.637.802;2.181.009;92.500
70.000.000;92.894;-0.0202;709.740;343.470;21.203;5.386.149;12.616.642;92.500
70.005.000;92.988;-0.0201;697.500;276.470;21.253;6.513.004;5.340.663;92.500
70.010.000;93.081;-0.0200;687.186;209.470;21.184;3.488.921;19.487.112;92.500
70.015.000;93.174;-0.0199;679.827;142.480;21.160;8.497.573;59.095.815;92.500
70.020.000;93.266;-0.0199;675.310;97.290;21.230;79.503.105;16.484.275;0    9.2500
70.025.000;93.359;-0.0198;672.439;89.700;20.733;79.297.227;16.464.099;0    9.2500
70.030.000;93.452;-0.0198;671.324;87.780;20.794;79.324.883;16.466.800;0    9.2500
70.035.000;93.545;-0.0197;671.324;88.760;20.922;79.023.125;16.437.240;0    9.2500
70.040.000;93.637;-0.0196;671.324;93.740;20.935;79.023.125;16.437.222;0    9.2500
70.045.000;93.701;-0.0196;671.324;93.680;20.736;79.023.125;16.437.212;0    9.2500
70.050.000;93.700;-0.0195;671.324;99.690;20.784;79.023.125;16.437.203;0    9.2500
70.055.000;93.700;-0.0195;671.324;99.640;20.710;79.023.125;16.437.195;0    9.2500
70.060.000;93.700;-0.0194;671.324;99.570;20.790;79.023.125;16.437.185;0    9.2500
70.065.000;93.700;-0.0193;671.324;103.180;20.866;79.023.125;16.437.168;0    9.2500
70.070.000;93.700;-0.0190;671.324;105.530;20.923;79.023.125;16.437.158;0    9.2500
70.075.000;93.700;-0.0183;671.324;105.470;20.977;79.023.125;16.437.148;0    9.2500
70.080.000;93.700;-0.0177;671.324;105.410;21.041;79.023.125;16.437.140;0    9.2500
70.085.000;93.700;-0.0153;671.324;105.350;21.352;79.023.125;16.437.132;0    9.2500
70.090.000;93.700;-0.0103;671.965;105.280;21.681;79.072.402;16.441.951;0    9.2500
70.095.000;93.700;-0.0027;675.615;105.890;22.039;79.023.125;16.437.105;0    9.2500
70.100.000;93.723;0.0055;681.742;131.750;22.515;79.023.125;16.437.095;0    9.2500
70.105.000;93.869;0.0213;690.277;191.180;23.506;50.743.496;13.682.918;0    9.2500
70.110.000;94.012;0.0616;701.635;304.350;24.234;7.292.212;39.368.882;92.500
70.115.000;94.156;0.0793;714.874;384.620;24.428;5.106.298;6.526.129;92.500
70.120.000;94.302;0.0924;729.539;453.310;24.990;2.169.603;17.622.631;92.500
70.125.000;94.510;0.0715;741.127;528.520;24.722;7.524.706;10.165.154;92.500
70.130.000;94.721;0.0358;743.169;586.560;23.767;4.878.454;6.193.254;92.500
70.135.000;94.934;0.0000;739.127;584.980;22.494;5.110.726;6.532.713;92.500
70.140.000;95.194;-0.0157;730.078;523.680;21.096;6.138.324;8.057.322;92.500
70.145.000;95.410;-0.0180;717.839;363.050;20.607;8.848.127;29.390.125;92.500
70.150.000;95.195;-0.0190;704.125;232.590;20.484;6.255.112;8.232.828;92.500
70.155.000;94.888;-0.0197;689.527;134.890;20.528;3.624.817;22.636.563;92.500
70.160.000;94.930;-0.0197;678.168;96.650;20.447;1.806.396;94.124.160;92.500
70.165.000;94.963;-0.0197;673.172;88.440;20.489;80.962.148;19.412.464;0    9.2500
70.170.000;94.998;-0.0197;671.324;95.910;20.531;80.930.957;19.408.918;0    9.2500
70.175.000;95.032;-0.0196;671.324;104.250;20.547;80.899.785;19.405.369;0    9.2500
70.180.000;95.067;-0.0196;671.324;111.420;20.580;80.868.594;19.401.810;0    9.2500
70.185.000;95.102;-0.0196;671.324;122.370;20.626;80.837.422;19.398.275;0    9.2500
70.190.000;95.136;-0.0196;671.324;125.790;20.671;80.806.270;19.394.730;0    9.2500
70.195.000;95.171;-0.0196;671.324;128.330;20.676;80.775.098;19.391.183;0    9.2500
70.200.000;95.205;-0.0196;671.324;127.970;20.598;80.743.945;19.387.640;0    9.2500
70.205.000;95.240;-0.0195;671.324;122.130;20.682;80.712.793;19.384.095;0    9.2500
70.210.000;95.275;-0.0195;671.324;118.860;20.624;80.681.641;19.380.543;0    9.2500
70.215.000;95.295;-0.0195;671.324;115.920;20.626;80.650.508;19.376.998;0    9.2500
70.220.000;95.270;-0.0195;671.324;121.950;20.545;80.619.375;19.373.457;0    9.2500
70.225.000;95.246;-0.0195;671.324;121.880;20.582;80.588.242;19.369.925;0    9.2500
70.230.000;95.222;-0.0195;671.324;121.820;20.660;80.557.109;19.366.375;0    9.2500
70.235.000;95.198;-0.0194;671.324;126.150;20.641;80.525.996;19.362.835;0    9.2500
70.240.000;95.174;-0.0194;671.324;127.780;20.701;80.494.883;19.359.294;0    9.2500
70.245.000;95.150;-0.0194;671.324;121.640;20.696;80.463.770;19.355.757;0    9.2500
70.250.000;95.126;-0.0194;671.324;121.580;20.652;80.432.676;19.352.218;0    9.2500
70.255.000;95.102;-0.0194;671.324;117.410;20.650;80.401.563;19.348.671;0    9.2500
70.260.000;95.078;-0.0194;671.324;115.380;20.719;80.370.469;19.345.134;0    9.2500
70.265.000;95.055;-0.0193;671.324;128.410;20.698;80.339.395;19.341.607;0    9.2500
70.270.000;95.031;-0.0193;671.324;135.880;20.623;80.308.301;19.338.072;0    9.2500
70.275.000;95.007;-0.0194;671.324;143.350;20.708;80.277.227;19.334.539;0    9.2500
70.280.000;94.983;-0.0196;671.324;151.600;20.823;80.246.152;19.331.003;0    9.2500
70.285.000;94.959;-0.0198;671.324;150.890;20.844;80.215.098;19.327.459;0    9.2500
70.290.000;94.935;-0.0200;671.324;145.410;20.684;80.184.043;19.323.927;0    9.2500
70.295.000;94.911;-0.0202;671.324;141.780;20.646;80.152.988;19.320.406;0    9.2500
70.300.000;94.922;-0.0204;671.324;139.200;20.581;80.121.934;19.316.873;0    9.2500
70.305.000;94.962;-0.0201;671.324;133.070;20.514;80.090.879;19.313.341;0    9.2500
70.310.000;95.002;-0.0200;671.324;131.170;20.557;80.059.844;19.309.800;0    9.2500
70.315.000;95.042;-0.0200;671.324;126.870;20.609;80.028.809;19.306.271;0    9.2500
70.320.000;95.082;-0.0199;671.324;120.720;20.589;79.997.793;19.302.742;0    9.2500
70.325.000;95.122;-0.0198;671.324;120.670;20.611;79.966.758;19.299.224;0    9.2500
70.330.000;95.163;-0.0198;671.324;120.610;20.761;79.935.742;19.295.697;0    9.2500
70.335.000;95.203;-0.0195;671.324;120.550;20.916;79.904.727;19.292.169;0    9.2500
70.340.000;95.243;-0.0192;671.324;120.490;20.971;79.873.730;19.288.632;0    9.2500
70.345.000;95.284;-0.0188;671.324;126.500;20.870;79.842.734;19.285.107;0    9.2500
70.350.000;95.202;-0.0179;671.324;127.740;20.798;79.811.738;19.281.582;0    9.2500
70.355.000;95.035;-0.0170;671.324;135.210;20.878;79.780.742;19.278.058;0    9.2500
70.360.000;94.866;-0.0162;671.477;142.680;21.092;79.749.746;19.274.521;0    9.2500
70.365.000;94.715;-0.0153;671.853;150.570;21.345;79.718.770;19.271.009;0    9.2500
70.370.000;95.036;-0.0145;672.249;163.700;21.507;79.687.793;19.267.488;0    9.2500
70.375.000;95.059;-0.0147;672.490;173.630;21.650;79.656.836;19.263.964;0    9.2500
70.380.000;94.994;-0.0153;673.136;180.790;21.705;79.625.859;19.260.445;0    9.2500
70.385.000;94.926;-0.0159;674.668;180.720;21.209;79.594.902;19.256.923;0    9.2500
70.390.000;94.901;-0.0166;677.151;174.600;21.083;79.563.945;19.253.394;0    9.2500
70.395.000;94.893;-0.0172;681.440;189.400;21.085;79.533.008;19.249.873;0    9.2500
70.400.000;94.755;-0.0178;687.622;219.450;21.128;79.502.070;19.246.355;0    9.2500
70.405.000;94.853;-0.0184;695.763;253.430;20.998;79.471.133;19.242.847;0    9.2500
70.410.000;95.011;-0.0190;707.828;337.110;20.826;79.440.195;19.239.308;0    9.2500
70.415.000;95.167;-0.0196;721.696;408.500;20.656;79.409.258;19.235.800;0    9.2500
70.420.000;95.321;-0.0200;737.717;468.690;20.549;79.378.340;19.232.285;0    9.2500
70.425.000;95.476;-0.0203;758.820;532.820;20.445;79.347.422;19.228.769;0    9.2500
70.430.000;95.629;-0.0205;788.059;583.180;20.361;79.316.523;19.225.255;0    9.2500
70.435.000;95.779;-0.0205;816.600;650.870;20.299;79.285.605;19.221.742;0    9.2500
70.440.000;95.964;-0.0205;843.341;765.060;20.251;79.254.707;19.218.216;0    9.2500
70.445.000;95.875;-0.0205;866.879;1.018.540;20.354;79.223.809;19.214.714;0    9.2500
70.450.000;95.666;-0.0205;884.076;1.085.710;20.424;79.192.930;19.211.203;0    9.2500
70.455.000;95.564;-0.0207;900.189;1.031.290;20.231;79.162.051;19.207.691;0    9.2500
70.460.000;95.461;-0.0215;909.844;938.960;19.741;79.131.172;19.204.168;0    9.2500
70.465.000;95.359;-0.0223;909.485;881.740;19.399;79.100.371;19.200.669;0    9.2500
70.470.000;95.481;-0.0230;909.844;1.346.870;19.062;79.069.414;19.197.150;0    9.2500
70.475.000;95.842;-0.0238;909.844;1.678.520;18.987;79.038.633;19.193.650;0    9.2500
70.480.000;96.712;-0.0246;910.203;1.961.140;19.242;78.947.656;19.183.285;0    9.2500
70.485.000;97.870;-0.0253;913.077;2.243.770;19.361;78.796.641;19.166.074;0    9.2500
70.490.000;99.037;-0.0255;913.077;2.526.390;19.266;78.645.879;19.148.921;0    9.2500
70.495.000;100.123;-0.0251;913.077;2.809.010;19.302;78.495.098;19.131.730;0    9.2500
70.500.000;100.103;-0.0247;913.077;2.931.630;19.400;78.344.512;19.114.576;0    9.2500
70.505.000;99.324;-0.0243;913.077;2.685.970;19.496;78.194.063;19.097.437;0    9.2500
70.510.000;98.541;-0.0239;913.077;2.440.320;19.642;78.043.730;19.080.314;0    9.2500
70.515.000;97.749;-0.0235;913.077;2.194.660;19.650;77.893.535;19.063.207;0    9.2500
70.520.000;96.942;-0.0233;913.077;1.949.010;19.742;77.743.457;19.046.113;0    9.2500
70.525.000;96.995;-0.0231;913.077;1.702.760;19.807;77.593.516;19.029.035;0    9.2500
70.530.000;97.111;-0.0230;913.077;1.489.650;19.821;77.443.691;19.011.964;0    9.2500
70.535.000;97.222;-0.0229;913.077;1.410.120;19.855;77.294.004;18.994.918;0    9.2500
70.540.000;97.234;-0.0227;905.569;1.321.690;19.945;77.144.434;18.977.884;0    9.2500
70.545.000;97.007;-0.0226;888.178;1.244.720;20.147;76.994.980;18.960.871;0    9.2500
70.550.000;96.785;-0.0225;861.818;1.034.990;20.310;76.845.684;18.943.878;0    9.2500
70.555.000;96.561;-0.0223;831.292;801.420;20.453;76.696.484;18.926.894;0    9.2500
70.560.000;96.337;-0.0222;798.178;622.000;20.364;76.547.422;18.909.921;0    9.2500
70.565.000;96.111;-0.0221;763.109;439.940;20.254;76.398.477;18.892.968;0    9.2500
70.570.000;96.148;-0.0222;728.760;355.810;20.325;76.249.668;18.876.029;0    9.2500
70.575.000;96.204;-0.0223;702.966;260.670;20.396;76.100.977;18.859.091;0    9.2500
70.580.000;96.258;-0.0223;687.135;191.340;20.470;75.952.422;18.842.183;0    9.2500
70.585.000;96.313;-0.0224;679.577;147.900;20.446;75.803.984;18.825.289;0    9.2500
70.590.000;96.367;-0.0225;674.618;128.560;20.526;75.655.684;18.808.408;0    9.2500
70.595.000;96.421;-0.0225;672.015;128.460;20.553;75.507.500;18.791.544;0    9.2500
