DEPTH;CAL;NPHI;DT;GR;RHOB;RLLD;RT;BS
36.725.000;96.810;0.1240;673.654;1.209.410;26.150;409.950;383.288;98.750
36.730.000;96.560;0.1070;673.994;1.024.240;26.220;505.620;482.001;98.750
36.735.000;96.280;0.0740;676.488;889.120;26.180;672.780;716.386;98.750
36.740.000;96.030;0.0570;677.564;775.300;26.220;849.390;993.431;98.750
36.745.000;95.890;0.0680;680.368;696.190;26.160;959.850;1.185.433;98.750
36.750.000;95.830;0.0830;682.275;759.590;26.040;802.500;886.794;98.750
36.755.000;95.900;0.1010;678.962;816.630;25.950;675.640;717.735;98.750
36.760.000;96.000;0.1170;683.152;802.350;25.930;557.410;573.656;98.750
36.765.000;96.180;0.1270;682.741;732.040;25.910;464.230;466.481;98.750
36.770.000;96.380;0.1390;681.611;695.170;25.700;393.030;389.702;98.750
36.775.000;96.580;0.1460;680.538;668.040;25.510;335.340;326.436;98.750
36.780.000;96.850;0.1450;679.552;695.760;25.380;290.540;262.275;98.750
36.785.000;97.170;0.1380;678.235;781.990;25.380;271.760;246.415;98.750
36.790.000;97.640;0.1330;677.858;802.580;25.410;280.000;253.501;98.750
36.795.000;98.050;0.1290;678.069;726.550;25.400;301.410;271.696;98.750
36.800.000;98.190;0.1240;678.342;687.530;25.490;332.480;320.871;98.750
36.805.000;98.280;0.1230;676.082;679.100;25.650;352.350;338.823;98.750
36.810.000;98.390;0.1310;673.624;692.900;25.550;346.290;309.466;98.750
36.815.000;98.400;0.1400;672.301;763.130;25.450;340.170;304.347;98.750
36.820.000;98.400;0.1380;671.507;884.200;25.520;354.500;316.326;98.750
36.825.000;98.400;0.1240;671.014;1.033.550;25.680;376.440;334.604;98.750
36.830.000;98.320;0.1280;670.764;1.207.010;26.160;401.840;355.654;98.750
36.835.000;98.420;0.1450;670.754;1.317.800;26.510;424.960;374.773;98.750
36.840.000;98.540;0.1610;673.197;1.438.710;26.710;434.250;382.452;98.750
36.845.000;98.540;0.1560;675.494;1.552.170;26.780;435.170;383.208;98.750
36.850.000;98.570;0.1600;676.833;1.599.200;26.770;427.120;376.584;98.750
36.855.000;98.540;0.1800;677.590;1.382.170;26.810;394.880;349.935;98.750
36.860.000;98.560;0.1960;678.078;1.165.140;26.880;342.050;305.948;98.750
36.865.000;98.540;0.2030;678.620;1.153.760;26.930;300.030;270.621;98.750
36.870.000;98.550;0.2000;679.280;1.214.540;26.940;297.130;268.173;98.750
36.875.000;98.590;0.1990;679.668;1.300.010;26.980;318.090;285.850;98.750
36.880.000;98.600;0.2000;679.542;1.391.750;27.080;332.390;297.861;98.750
36.885.000;98.600;0.1970;678.999;1.443.770;27.140;331.710;297.290;98.750
36.890.000;98.630;0.1900;678.079;1.448.200;27.010;316.090;284.174;98.750
36.895.000;98.690;0.1770;676.936;1.423.500;26.780;309.910;278.982;98.750
36.900.000;98.700;0.1560;675.899;1.419.410;26.610;342.700;306.516;98.750
36.905.000;98.700;0.1330;675.006;1.437.650;26.440;400.500;354.617;98.750
36.910.000;98.680;0.1080;674.565;1.433.650;26.390;539.080;470.539;98.750
36.915.000;98.610;0.0780;674.630;1.429.860;26.560;872.260;769.376;98.750
36.920.000;98.600;0.0820;670.374;1.408.320;26.670;1.040.350;1.030.617;98.750
36.925.000;98.600;0.0970;661.057;1.304.090;26.760;829.620;711.982;98.750
36.930.000;98.600;0.1130;658.385;1.060.520;26.780;604.050;524.890;98.750
36.935.000;98.590;0.1080;657.284;816.960;26.610;500.180;437.826;98.750
36.940.000;98.520;0.0920;656.612;730.740;26.470;472.050;414.111;98.750
36.945.000;98.500;0.0820;657.437;798.510;26.350;607.500;527.733;98.750
36.950.000;98.420;0.0780;652.293;879.300;26.510;839.510;763.733;98.750
36.955.000;98.320;0.0900;650.364;929.370;26.670;925.720;872.785;98.750
36.960.000;98.220;0.1030;654.313;878.080;26.800;789.890;678.995;98.750
36.965.000;98.120;0.1140;648.317;789.310;26.860;606.280;526.577;98.750
36.970.000;98.030;0.1110;637.474;770.970;26.760;504.690;441.465;98.750
36.975.000;97.930;0.0860;621.400;812.560;26.730;525.610;459.009;98.750
36.980.000;97.840;0.0620;600.193;844.180;26.720;787.960;677.200;98.750
36.985.000;97.740;0.0380;581.199;822.910;26.920;1.226.890;1.035.816;98.750
36.990.000;97.650;0.0270;562.693;763.140;26.950;1.793.520;1.490.820;98.750
36.995.000;97.550;0.0350;541.833;664.840;26.800;1.973.160;1.831.195;98.750
37.000.000;97.500;0.0480;526.464;543.070;26.750;1.297.700;1.092.861;98.750
37.005.000;97.490;0.0590;518.986;492.480;26.730;917.130;442.216;98.750
37.010.000;97.590;0.0620;518.094;501.270;26.590;724.150;298.412;98.750
37.015.000;97.840;0.0650;523.110;528.860;26.700;634.140;549.692;98.750
37.020.000;98.070;0.0700;531.071;568.860;26.740;635.550;550.953;98.750
37.025.000;98.290;0.0630;536.268;602.920;26.820;827.810;710.299;98.750
37.030.000;98.440;0.0560;540.567;635.530;26.850;1.165.740;986.838;98.750
37.035.000;98.490;0.0520;540.973;638.480;26.890;1.633.560;1.364.236;98.750
37.040.000;98.540;0.0540;536.988;567.090;26.880;1.606.030;1.342.237;98.750
37.045.000;98.630;0.0570;532.012;522.860;26.910;1.359.490;1.143.969;98.750
37.050.000;98.690;0.0590;540.211;519.940;26.840;1.245.690;1.051.955;98.750
37.055.000;98.700;0.0560;550.363;538.510;26.760;1.270.800;1.072.310;98.750
37.060.000;98.700;0.0560;563.144;555.390;26.700;1.328.160;1.118.725;98.750
37.065.000;98.700;0.0620;578.396;540.930;26.690;1.361.090;1.145.332;98.750
37.070.000;98.730;0.0760;597.327;536.250;26.690;1.075.460;913.577;98.750
37.075.000;98.840;0.0900;618.262;553.360;26.500;798.580;686.476;98.750
37.080.000;99.080;0.1070;639.105;575.790;26.260;583.040;507.475;98.750
37.085.000;99.510;0.1390;649.188;599.430;25.950;362.240;322.982;98.750
37.090.000;100.160;0.1710;657.554;632.460;25.660;236.320;216.682;98.750
37.095.000;101.090;0.2030;666.042;685.700;25.690;219.230;202.173;98.750
37.100.000;101.690;0.1960;674.378;780.390;26.090;295.640;267.675;98.750
37.105.000;101.730;0.1830;677.476;865.980;26.860;379.480;338.091;98.750
37.110.000;101.900;0.1670;679.469;909.460;26.900;455.620;401.429;98.750
37.115.000;102.140;0.1470;678.960;928.570;27.150;513.890;450.783;98.750
37.120.000;101.890;0.1280;674.890;947.870;27.090;568.190;496.337;98.750
37.125.000;101.180;0.1250;671.994;923.390;26.690;615.200;535.340;98.750
37.130.000;100.600;0.1310;668.935;850.710;26.590;615.600;535.350;98.750
37.135.000;100.310;0.1410;666.217;771.530;26.690;519.030;454.205;98.750
37.140.000;100.220;0.1520;664.797;771.530;26.660;411.050;363.681;98.750
37.145.000;100.180;0.1510;664.205;788.540;26.530;359.840;321.141;98.750
37.150.000;100.060;0.1410;664.647;834.170;26.430;356.020;317.910;98.750
37.155.000;99.820;0.1350;666.646;931.710;26.340;376.840;335.194;98.750
37.160.000;99.570;0.1320;668.347;986.510;26.310;410.830;379.862;98.750
37.165.000;99.220;0.1280;669.608;944.250;26.320;440.810;410.091;98.750
37.170.000;98.830;0.1220;670.030;907.330;26.300;464.550;407.834;98.750
37.175.000;98.410;0.1110;669.604;948.510;26.170;512.310;475.731;98.750
37.180.000;97.930;0.1050;676.695;1.015.680;26.070;589.200;585.266;98.750
37.185.000;97.580;0.1270;685.677;985.510;26.140;614.480;630.034;98.750
37.190.000;97.500;0.1470;697.152;911.430;26.180;588.400;606.722;98.750
37.195.000;97.420;0.1650;712.775;832.450;26.070;521.950;532.667;98.750
37.200.000;97.390;0.1810;714.541;776.530;25.990;479.630;506.099;98.750
37.205.000;97.460;0.1950;714.655;800.560;26.140;464.120;533.736;98.750
37.210.000;97.650;0.2020;713.878;862.510;26.150;394.470;463.661;98.750
37.215.000;97.700;0.2000;703.465;896.270;26.010;301.000;343.286;98.750
37.220.000;97.770;0.1920;712.328;927.460;25.710;215.830;231.478;98.750
37.225.000;97.800;0.1800;717.721;980.010;25.100;184.130;212.740;98.750
37.230.000;97.740;0.1830;721.134;926.650;24.700;169.700;221.168;98.750
37.235.000;97.760;0.2050;743.864;833.710;24.560;154.330;217.040;98.750
37.240.000;95.490;0.2220;766.432;756.980;24.370;129.470;188.139;98.750
37.245.000;92.440;0.2360;792.434;704.320;24.090;106.150;157.301;98.750
37.250.000;90.060;0.2430;817.805;720.900;23.730;84.900;122.842;98.750
37.255.000;89.110;0.2370;821.944;681.010;23.610;69.080;92.698;98.750
37.260.000;89.000;0.2280;823.002;681.910;23.720;70.600;93.391;98.750
37.265.000;89.020;0.2100;815.363;748.700;23.850;81.760;110.952;98.750
37.270.000;89.130;0.1800;794.570;794.940;24.000;95.920;133.953;98.750
37.275.000;89.360;0.1660;769.873;832.820;24.190;112.460;162.259;98.750
37.280.000;89.880;0.1570;741.999;874.910;24.300;129.920;195.718;98.750
37.285.000;90.740;0.1430;713.595;936.450;24.430;147.130;241.904;98.750
37.290.000;91.840;0.1260;689.656;1.023.340;24.670;163.780;152.402;98.750
37.295.000;93.100;0.1090;672.726;1.112.820;25.060;181.620;168.173;98.750
37.300.000;94.270;0.0950;664.613;1.172.090;25.570;208.740;191.878;98.750
37.305.000;94.190;0.0830;664.432;1.143.290;25.820;240.590;219.235;98.750
37.310.000;93.840;0.0730;664.252;1.100.250;25.920;272.870;246.667;98.750
37.315.000;94.400;0.0680;664.071;1.050.770;25.960;327.190;292.584;98.750
37.320.000;95.790;0.0690;663.890;1.029.260;26.000;416.910;367.480;98.750
37.325.000;96.960;0.0730;663.574;1.031.450;26.040;449.520;394.701;98.750
37.330.000;97.440;0.0800;668.735;1.005.250;26.100;416.510;367.510;98.750
37.335.000;97.540;0.0910;672.154;954.810;26.040;368.010;392.471;98.750
37.340.000;97.580;0.1130;674.510;882.510;25.950;332.640;319.244;98.750
37.345.000;97.650;0.1320;680.278;762.720;25.980;326.380;292.567;98.750
37.350.000;97.850;0.1460;686.839;636.090;26.230;366.820;345.793;98.750
37.355.000;98.170;0.1580;693.607;526.570;26.360;443.120;456.189;98.750
37.360.000;98.590;0.1750;698.873;547.740;26.430;509.800;584.586;98.750
37.365.000;99.070;0.1970;700.375;639.320;26.420;551.430;709.535;98.750
37.370.000;99.630;0.2220;713.111;720.560;26.200;520.510;713.612;98.750
37.375.000;100.310;0.2500;741.305;773.560;25.760;439.000;608.615;98.750
37.380.000;101.410;0.2780;739.234;790.520;25.120;345.290;456.834;98.750
37.385.000;103.660;0.2930;732.940;783.180;24.520;255.980;300.975;98.750
37.390.000;110.280;0.2910;727.694;805.720;24.560;212.970;221.586;98.750
37.395.000;110.890;0.2840;718.152;878.830;24.250;207.450;193.985;98.750
37.400.000;111.040;0.2770;709.432;968.040;23.940;220.230;205.203;98.750
37.405.000;109.130;0.2710;690.254;1.045.760;24.410;236.210;218.679;98.750
37.410.000;106.970;0.2770;660.629;1.109.190;25.390;251.990;231.796;98.750
37.415.000;105.440;0.2540;660.447;1.105.730;26.240;270.610;247.387;98.750
37.420.000;104.700;0.2320;675.679;1.056.470;26.350;308.490;279.438;98.750
37.425.000;104.510;0.2120;687.790;1.005.310;26.480;376.460;375.331;98.750
37.430.000;104.560;0.2110;697.061;941.290;26.570;432.610;452.867;98.750
37.435.000;104.770;0.2200;709.491;842.040;26.460;445.430;470.717;98.750
37.440.000;105.010;0.2370;709.870;770.740;26.270;415.230;426.324;98.750
37.445.000;105.440;0.2490;709.410;755.670;26.220;370.290;366.783;98.750
37.450.000;106.530;0.2570;707.489;796.620;26.120;330.470;318.529;98.750
37.455.000;108.010;0.2640;689.388;857.210;26.170;301.540;274.536;98.750
37.460.000;109.380;0.2380;677.822;913.370;26.300;288.700;263.971;98.750
37.465.000;109.020;0.2200;668.275;953.510;26.320;287.100;262.497;98.750
37.470.000;108.190;0.2220;658.429;981.650;26.170;311.260;282.866;98.750
37.475.000;107.920;0.2050;658.263;996.480;26.080;330.740;299.311;98.750
37.480.000;107.920;0.1990;669.629;980.460;25.960;333.790;301.893;98.750
37.485.000;108.040;0.1940;685.361;907.800;25.830;337.990;305.485;98.750
37.490.000;108.190;0.1950;699.679;869.800;25.870;346.890;313.057;98.750
37.495.000;108.290;0.2030;714.182;843.950;26.020;356.030;320.802;98.750
37.500.000;108.400;0.2140;727.758;798.100;26.070;364.020;327.571;98.750
37.505.000;108.580;0.2230;741.221;734.670;26.100;365.230;328.654;98.750
37.510.000;108.790;0.2240;754.119;676.820;25.940;366.660;329.934;98.750
37.515.000;109.130;0.2330;756.741;681.150;25.750;369.440;332.398;98.750
37.520.000;109.410;0.2470;742.367;692.530;25.540;372.940;370.048;98.750
37.525.000;109.840;0.2630;728.127;717.560;25.330;363.690;379.976;98.750
37.530.000;110.330;0.2750;714.969;789.720;24.900;342.330;382.503;98.750
37.535.000;111.070;0.2780;699.492;875.560;24.250;319.720;383.720;98.750
37.540.000;112.090;0.2800;685.294;938.610;23.450;292.100;368.772;98.750
37.545.000;113.670;0.2860;670.195;978.020;22.600;262.920;333.301;98.750
37.550.000;116.320;0.2910;655.523;966.890;21.820;234.990;279.026;98.750
37.555.000;118.950;0.2910;655.340;917.050;21.250;218.440;236.529;98.750
37.560.000;119.540;0.2850;655.157;894.720;21.590;217.060;221.928;98.750
37.565.000;119.170;0.2840;654.923;913.500;21.620;231.310;237.523;98.750
37.570.000;118.880;0.2920;671.418;884.390;20.890;250.710;267.006;98.750
37.575.000;118.220;0.2980;690.420;841.940;20.250;261.870;292.245;98.750
37.580.000;117.560;0.2980;704.594;832.700;20.280;264.230;310.247;98.750
37.585.000;117.590;0.2990;725.151;816.770;20.640;260.150;320.359;98.750
37.590.000;119.490;0.2990;744.618;802.120;21.010;249.860;317.292;98.750
37.595.000;121.500;0.2990;763.922;812.190;20.880;234.400;301.072;98.750
37.600.000;123.180;0.2990;782.447;760.900;20.880;215.550;274.035;98.750
37.605.000;125.180;0.2990;782.961;767.370;21.320;196.270;242.244;98.750
37.610.000;128.360;0.2980;782.617;785.730;21.300;176.960;208.351;98.750
37.615.000;134.300;0.2950;785.497;752.260;20.970;158.200;173.998;98.750
37.620.000;137.330;0.2910;783.343;698.610;20.970;145.640;142.632;98.750
37.625.000;135.110;0.2840;781.739;656.030;21.430;148.600;145.084;98.750
37.630.000;125.250;0.2740;781.660;638.030;24.170;186.860;205.661;98.750
37.635.000;116.340;0.2580;782.935;651.500;25.160;288.880;366.533;98.750
37.640.000;111.820;0.2400;785.449;688.070;25.550;412.740;573.464;98.750
37.645.000;110.530;0.2330;789.128;758.800;25.550;384.360;499.931;98.750
37.650.000;109.730;0.2370;792.647;802.100;25.430;317.250;380.567;98.750
37.655.000;109.160;0.2410;793.697;806.680;25.350;235.410;256.979;98.750
37.660.000;108.620;0.2390;789.120;790.820;25.280;177.560;183.104;98.750
37.665.000;107.980;0.2240;780.884;740.240;25.240;161.910;176.647;98.750
37.670.000;107.340;0.2100;773.448;661.300;25.300;169.090;203.937;98.750
37.675.000;106.650;0.2160;766.972;578.960;25.240;173.500;226.481;98.750
37.680.000;105.760;0.2280;761.511;523.190;24.930;162.250;218.473;98.750
37.685.000;104.550;0.2410;758.707;522.210;24.380;129.260;166.274;98.750
37.690.000;103.430;0.2500;760.560;514.750;24.170;108.660;135.995;98.750
37.695.000;103.380;0.2520;768.295;506.340;24.060;101.540;127.325;98.750
37.700.000;103.890;0.2640;778.897;515.490;24.010;102.690;131.011;98.750
37.705.000;104.180;0.2770;790.032;534.160;24.060;105.510;138.078;98.750
37.710.000;103.910;0.2850;798.292;525.180;24.120;106.600;142.727;98.750
37.715.000;103.120;0.2800;802.577;521.110;24.020;99.240;130.397;98.750
37.720.000;102.270;0.2690;803.611;544.950;23.880;90.770;114.899;98.750
37.725.000;101.790;0.2550;800.841;530.030;23.900;88.730;110.247;98.750
37.730.000;102.130;0.2300;795.654;501.420;24.090;92.000;114.335;98.750
37.735.000;101.310;0.2240;787.091;505.900;24.330;95.000;117.700;98.750
37.740.000;98.880;0.2250;772.628;527.210;24.630;96.070;117.565;98.750
37.745.000;97.040;0.2170;758.594;563.770;24.860;97.460;117.094;98.750
37.750.000;97.420;0.2100;749.743;571.670;25.010;101.020;119.429;98.750
37.755.000;98.870;0.2050;744.928;535.030;25.140;106.450;122.894;98.750
37.760.000;100.000;0.2020;742.339;526.950;25.280;117.190;131.338;98.750
37.765.000;100.460;0.2000;738.183;559.990;25.400;136.730;145.822;98.750
37.770.000;100.420;0.2010;734.047;630.620;25.530;163.580;162.496;98.750
37.775.000;100.250;0.2040;732.108;673.580;25.730;207.610;198.704;98.750
37.780.000;100.020;0.1870;729.338;693.390;25.960;330.550;360.231;98.750
37.785.000;99.780;0.1780;724.561;734.730;25.960;481.980;572.864;98.750
37.790.000;99.540;0.1800;714.520;814.580;25.830;532.870;588.189;98.750
37.795.000;99.300;0.1790;702.054;816.860;25.730;571.640;591.531;98.750
37.800.000;99.100;0.1740;694.617;736.300;25.660;642.500;672.602;98.750
37.805.000;98.900;0.1700;694.469;647.710;25.710;715.130;790.003;98.750
37.810.000;98.650;0.1770;701.219;625.520;25.690;620.400;639.599;98.750
37.815.000;98.370;0.1860;695.393;652.210;25.570;449.290;394.777;98.750
37.820.000;98.100;0.1950;688.177;720.440;25.460;350.580;312.859;98.750
37.825.000;97.870;0.2060;683.918;816.150;25.470;332.010;297.276;98.750
37.830.000;97.750;0.2180;678.571;920.630;25.820;359.810;320.485;98.750
37.835.000;97.650;0.2290;680.104;1.037.290;26.160;423.740;373.440;98.750
37.840.000;97.500;0.2190;674.783;1.054.050;26.300;499.110;436.537;98.750
37.845.000;97.180;0.2150;667.303;893.010;26.420;553.900;482.385;98.750
37.850.000;96.860;0.2140;668.961;806.150;26.200;594.620;516.291;98.750
37.855.000;96.650;0.2100;668.571;801.160;25.950;643.400;589.919;98.750
37.860.000;96.680;0.2060;668.483;842.640;25.630;614.970;567.376;98.750
37.865.000;97.040;0.2090;666.452;897.290;25.250;494.250;432.328;98.750
37.870.000;97.890;0.2110;657.694;1.006.240;24.820;388.310;344.201;98.750
37.875.000;99.440;0.2110;654.788;1.126.030;24.170;323.640;290.568;98.750
37.880.000;99.270;0.1960;646.552;1.159.600;23.490;306.020;275.706;98.750
37.885.000;97.670;0.1670;643.442;1.057.220;24.180;328.760;294.502;98.750
37.890.000;96.300;0.1430;631.258;833.090;25.390;419.570;369.698;98.750
37.895.000;95.700;0.1450;617.548;620.900;26.540;832.940;712.908;98.750
37.900.000;95.520;0.1530;605.956;546.000;26.750;1.401.250;1.349.802;98.750
37.905.000;95.500;0.1590;594.469;553.690;26.680;1.457.820;1.298.842;98.750
37.910.000;95.500;0.1620;581.081;584.050;26.550;1.285.030;1.080.313;98.750
37.915.000;95.500;0.1610;572.832;619.570;26.580;1.103.040;933.167;98.750
37.920.000;95.470;0.1570;565.132;651.180;26.770;1.013.170;860.105;98.750
37.925.000;95.410;0.1600;566.123;651.140;26.890;978.000;831.406;98.750
37.930.000;95.400;0.1640;566.880;627.280;26.810;975.150;829.074;98.750
37.935.000;95.400;0.1630;567.030;588.700;26.680;988.540;839.988;98.750
37.940.000;95.370;0.1550;565.697;584.360;26.560;1.022.540;867.653;98.750
37.945.000;95.370;0.1440;564.115;615.450;26.480;1.073.880;909.386;98.750
37.950.000;95.510;0.1390;564.223;633.140;26.620;1.129.360;954.508;98.750
37.955.000;95.560;0.1470;567.034;623.870;26.700;1.146.400;1.009.044;98.750
37.960.000;95.530;0.1590;575.216;613.720;26.720;1.020.680;921.939;98.750
37.965.000;95.640;0.1730;585.906;623.200;26.810;788.620;676.426;98.750
37.970.000;95.780;0.1900;596.454;655.390;26.680;594.290;515.625;98.750
37.975.000;95.770;0.1980;609.542;771.820;26.570;544.220;473.840;98.750
37.980.000;95.720;0.2000;623.080;827.150;26.550;542.070;472.027;98.750
37.985.000;95.650;0.1970;633.911;831.390;26.580;558.260;485.532;98.750
37.990.000;95.380;0.1800;642.088;858.830;26.670;585.840;508.447;98.750
37.995.000;95.210;0.1650;642.220;863.500;26.640;652.170;563.513;98.750
38.000.000;95.500;0.1610;636.053;833.170;26.640;782.630;671.417;98.750
38.005.000;95.340;0.1630;627.736;816.290;26.720;964.220;820.101;98.750
38.010.000;95.210;0.1670;616.989;771.530;26.760;1.044.940;885.732;98.750
38.015.000;95.120;0.1720;607.079;716.090;26.640;942.790;802.462;98.750
38.020.000;94.940;0.1760;601.228;684.100;26.630;755.710;648.963;98.750
38.025.000;94.900;0.1760;596.831;677.560;26.600;637.230;550.995;98.750
38.030.000;94.890;0.1740;595.427;699.630;26.590;612.340;530.321;98.750
38.035.000;94.960;0.1790;599.451;737.770;26.720;581.250;504.475;98.750
38.040.000;95.060;0.1710;606.013;732.970;26.800;549.000;477.609;98.750
38.045.000;95.160;0.1600;610.992;742.680;26.600;536.850;467.487;98.750
38.050.000;95.330;0.1540;619.607;788.480;26.610;563.090;489.454;98.750
38.055.000;95.470;0.1560;626.677;807.180;26.620;616.170;533.712;98.750
38.060.000;95.440;0.1590;626.466;774.250;26.470;686.270;591.848;98.750
38.065.000;95.360;0.1580;626.340;726.780;26.350;718.900;618.790;98.750
38.070.000;95.320;0.1510;624.537;714.400;26.390;685.540;591.191;98.750
38.075.000;95.220;0.1450;626.980;725.450;26.520;654.070;565.081;98.750
38.080.000;95.080;0.1380;631.849;737.640;26.550;639.950;553.313;98.750
38.085.000;94.970;0.1330;631.836;767.040;26.490;630.470;545.403;98.750
38.090.000;94.910;0.1410;627.461;762.570;26.420;616.340;533.644;98.750
38.095.000;94.900;0.1480;628.871;724.200;26.360;594.200;515.229;98.750
38.100.000;94.880;0.1470;628.388;713.020;26.360;566.600;492.231;98.750
38.105.000;94.810;0.1480;624.437;750.720;26.460;544.780;474.000;98.750
38.110.000;94.850;0.1520;616.974;755.680;26.580;555.410;482.886;98.750
38.115.000;95.000;0.1560;610.350;723.820;26.710;609.790;528.229;98.750
38.120.000;95.100;0.1530;603.780;702.790;26.940;668.150;576.694;98.750
38.125.000;95.190;0.1410;604.076;731.620;27.030;726.520;624.994;98.750
38.130.000;95.290;0.1400;605.331;742.510;26.850;769.500;660.477;98.750
38.135.000;95.380;0.1450;607.937;728.870;26.630;780.690;669.735;98.750
38.140.000;95.480;0.1500;615.527;745.400;26.720;783.730;672.288;98.750
38.145.000;95.500;0.1520;621.494;767.510;26.840;802.560;687.788;98.750
38.150.000;95.340;0.1450;625.961;767.700;26.860;849.880;726.556;98.750
38.155.000;95.300;0.1340;630.065;753.770;26.680;924.860;787.908;98.750
38.160.000;95.220;0.1270;632.326;722.870;26.610;1.007.320;855.104;98.750
38.165.000;95.200;0.1330;634.012;664.200;26.640;1.107.190;936.220;98.750
38.170.000;95.200;0.1440;636.131;579.300;26.660;1.209.940;1.019.363;98.750
38.175.000;95.200;0.1610;635.246;574.010;26.770;1.320.340;1.108.357;98.750
38.180.000;95.260;0.1810;636.026;611.720;26.770;1.040.160;881.845;98.750
38.185.000;95.370;0.2040;639.015;653.020;26.870;819.720;701.813;98.750
38.190.000;95.340;0.2290;644.342;687.620;27.030;638.340;552.062;98.750
38.195.000;95.250;0.2530;650.384;720.850;26.990;494.190;431.771;98.750
38.200.000;95.150;0.2520;656.182;763.100;26.960;449.180;393.916;98.750
38.205.000;95.110;0.2420;661.590;808.040;26.790;462.260;404.915;98.750
38.210.000;95.040;0.2290;665.940;855.650;26.680;489.290;427.604;98.750
38.215.000;95.050;0.2200;669.302;873.250;26.730;523.070;455.910;98.750
38.220.000;95.090;0.2110;671.492;912.830;26.770;568.160;493.585;98.750
38.225.000;95.100;0.1980;679.074;961.760;26.670;617.180;534.393;98.750
38.230.000;95.100;0.1860;678.586;958.150;26.530;684.230;589.989;98.750
38.235.000;95.080;0.1810;676.562;897.940;26.380;768.800;659.777;98.750
38.240.000;95.010;0.1800;674.949;843.610;26.300;844.400;721.854;98.750
38.245.000;95.010;0.1800;672.492;827.190;26.290;794.110;680.562;98.750
38.250.000;95.190;0.1950;672.258;827.680;26.280;679.770;586.333;98.750
38.255.000;95.640;0.2160;671.782;832.470;26.320;603.090;522.865;98.750
38.260.000;96.190;0.2200;665.698;857.550;26.400;570.940;496.257;98.750
38.265.000;96.470;0.2280;667.930;888.200;26.510;549.260;478.233;98.750
38.270.000;96.500;0.2420;670.433;886.470;26.610;512.710;447.634;98.750
38.275.000;96.330;0.2580;672.617;863.070;26.690;453.190;397.556;98.750
38.280.000;96.050;0.2730;674.134;876.750;26.760;383.200;339.510;98.750
38.285.000;95.760;0.2870;674.734;952.750;26.730;306.800;275.617;98.750
38.290.000;95.540;0.2830;675.135;1.140.800;26.730;260.030;235.984;98.750
38.295.000;95.350;0.2680;675.809;1.301.380;26.770;241.720;220.326;98.750
38.300.000;95.230;0.2270;675.957;1.315.540;26.750;249.160;226.660;98.750
38.305.000;95.050;0.1970;675.669;1.227.150;26.770;273.760;247.556;98.750
38.310.000;94.930;0.1820;675.293;1.158.180;26.680;324.850;290.613;98.750
38.315.000;94.900;0.1620;680.718;1.104.030;26.500;404.390;369.073;98.750
38.320.000;94.960;0.1380;680.690;1.021.470;26.310;496.920;504.296;98.750
38.325.000;95.120;0.1280;680.107;921.460;26.030;492.660;492.817;98.750
38.330.000;95.250;0.1290;680.293;853.020;25.790;470.800;466.908;98.750
38.335.000;95.360;0.1320;678.966;888.650;25.640;449.090;451.648;98.750
38.340.000;95.400;0.1390;678.435;939.010;25.550;430.760;447.576;98.750
38.345.000;95.350;0.1470;677.134;1.010.720;25.490;415.140;459.979;98.750
38.350.000;95.160;0.1560;670.661;1.051.740;25.400;396.560;489.126;98.750
38.355.000;94.580;0.1660;674.168;1.010.920;25.210;338.980;456.330;98.750
38.360.000;93.510;0.1710;676.381;967.330;24.950;250.820;358.337;98.750
38.365.000;91.840;0.1810;683.707;937.530;24.700;156.210;222.690;98.750
38.370.000;89.780;0.1890;689.475;891.900;24.410;102.980;145.396;98.750
38.375.000;88.430;0.1840;701.135;821.140;24.160;74.330;96.124;98.750
38.380.000;88.750;0.1740;713.283;741.990;24.190;68.920;87.470;98.750
38.385.000;89.300;0.1710;721.977;755.800;24.060;72.510;93.480;98.750
38.390.000;89.090;0.1700;729.923;675.400;24.000;73.270;93.626;98.750
38.395.000;88.190;0.1620;744.924;679.770;24.080;70.150;87.639;98.750
38.400.000;87.930;0.1470;760.582;655.220;24.220;68.060;85.188;98.750
38.405.000;88.330;0.1480;778.884;608.100;24.370;67.710;86.336;98.750
38.410.000;89.160;0.1590;791.409;575.790;24.500;69.200;89.306;98.750
38.415.000;90.670;0.1800;804.551;573.280;24.670;76.560;100.414;98.750
38.420.000;92.410;0.2020;816.529;600.160;24.710;92.340;123.598;98.750
38.425.000;94.090;0.2030;825.519;621.090;24.780;110.310;145.096;98.750
38.430.000;95.510;0.1970;827.322;634.160;24.950;128.460;161.660;98.750
38.435.000;96.530;0.1980;821.227;672.450;25.070;157.820;199.559;98.750
38.440.000;97.140;0.2070;811.043;697.530;25.020;183.640;233.795;98.750
38.445.000;97.510;0.2110;801.550;714.760;24.860;193.490;244.011;98.750
38.450.000;97.810;0.2080;795.487;749.170;24.640;171.640;199.345;98.750
38.455.000;98.020;0.2020;794.917;780.000;24.720;155.230;169.299;98.750
38.460.000;98.120;0.1930;776.276;757.820;24.950;148.770;156.262;98.750
38.465.000;98.250;0.1830;755.408;705.490;25.070;158.090;167.418;98.750
38.470.000;98.400;0.1800;738.421;643.380;25.180;172.610;186.068;98.750
38.475.000;98.540;0.1780;723.088;605.030;25.210;181.700;197.159;98.750
38.480.000;98.750;0.1750;708.657;618.800;25.130;179.720;190.921;98.750
